date,user,review
20 May 2019,bunsen2019,"The last Avengers ended with a philosophically valid dilemma. Stop the overpopulation of all worlds by halving the population in the universe in order to save humans and other species. The only mention of environment in Endgame was Captain America stating ""a pod of whales was seen in the Hudson, if you want to look at the bright side"" to which Black Widow replies ""I will throw this sandwich at you"". Yup, that's as deep as that conversation went. Immediately they were back to the tired old 'save humanity from evil Thanos' plot. The world is portrayed as a complete shambles with Thanos' reduced population measures. It would have been far more interesting to show the positive changes of having fewer people in the richness of the planet, thriving of other species as well as our own. But no, that is completely ignored and the ecosystem crushing population returns. Very generic plot, disappointing."
6 August 2019,lelah-26453,"I have been anxiously awaiting the option to buy and watch this at home because I didn't make it to the theater, I was crazy excited when it finally popped up in my Roku feed. I cancelled my night and ran to the store to grab snacks and start it right away. It went weird and somehow lost my attention almost immediately, took about 100 rewinds to get through it fully because I kept ending up more interested in my phone. Slow motion with plot hole upon plot hole upon plot hole, I don't think anybody other than children who just like superheroes could enjoy this, due frankly to just how stupid it is. Probably not even children, because it's mostly a soap opera. After I finally finished it I watched it again the next day, out of confusion, because I thought I must have missed major parts. I didn't, it's really just not good. I'm trying to think of my favorite part and I can't even think of anything, just the negatives. I liked when Thor's lightning burst styled his hair and braided his beard for him? Above all of my other issues...After three hours of working toward the galaxy's survival, Captain America is going to take the self-serving route? Stupid. Disagree all you want about his grief, mental state, and love for Black Widow, but Hawk-Eye isn't about to throw himself over a cliff and potentially leave his kids fatherless when the only reason he's there is to get them back. Stupid. These two complaints have already made me too irritated to want to list anymore; THE MOVIE IS BAD and that's all you need to know."
2 August 2019,ferdmalenfant,They've really scrapped the bottom with this one! Oh so Bad!
29 June 2019,gabriel_telec,"Cheap dialogs, non sense violence. The only thing the movie has to offer is explosions. Is it really that hard to make quality superhero movies? Look at Christopher Nolan's series of Batman movies, those are quality films. This movie is flat, it can be consumed as fast food, nothing to offer really"
28 May 2019,akshittaneja,"This movie is so much childish. Whats wrong with you guys , i mean first thanos snap his fingers and then you guys did the same 😂 Is this some kind joke ?"
5 June 2019,Gmichael1977,1;2...Terrible! Scrap the whole thing...try again!
22 June 2019,grasovec,"I am huge sf lover but i never liked hollywood superhero movies except maybe (nolan batman trilogy) because there is no suspense when you know in advance who will win. would you like to watch football match knowing the result in advance?

secondly i don't like this ""back to the past"" cheat card. so every time you end up dead or don't like the outcome you can go into past undo things, bring dead back to life and change the present. so basically ""endgame"" isn't the end, if ""bad"" guys also can also travel back in time? ok, i know this film targeted teenager audience and cannot be to dark or too complex (like real life is). film was fun, but it would be much better if they didn't use this lame trick going into past after half of the characters ended up dead in previous film."
29 July 2019,Authentic-Jabba,"This is so not ok! It is extremely bad! On so many different levels, this is awful!"
11 June 2019,veto-55008,"Just watched this in fast-forward. i simply cannot digest this universe where in one hand high tech space travel magic creatures are living along with dump low tech planetlings , so i guess that the majority of the fans are identifying them self to those lowlifes. and the most irritating for me is how low modern they dress them self in this marvel universe."
17 August 2019,vandykeu,"Endgame is a great popcorn action movie to ""finish"" a saga of popcorn action movies. This isn't serious entertainment and shouldn't be considered as such, and it reminds me of how George Lucas made Star Wars as an homage to the cheap serials like Flash Gordon. Especially as comic-sourced material, this is what the MCU is. Some part of me is actually a bit pained to like it as much as I do, given that it is just playing on base emotions to make money for a massive conglomerate like Disney.

BUT... what a great way to end several major storylines that they invested in over the past 11 years. For people who have watched the saga, I feel like this is just the cherry on the top. My only complaint is something that you can't really get away from in superhero stories: the character ""powers"" are totally inconsistent from scene to scene, and movie to movie. This is a trope that there's no getting away from, because if characters like Captain Marvel, Thor, Scarlet Witch, and Hulk were always as powerful as they show flashes of, then the story wouldn't even be a thing. Any one of them could destroy Thanos in the blink of an eye, and have done similar feats in other stories (and even in other scenes within a given story). That they sometimes ""reduce"" their power to a lower level, without an explained mechanism, is pretty laughable, and makes some parts of the story a bit nonsensical. Yes, this constant Ex Machina is needed to maintain the drama and keep the plot going, but it's still something that takes me out of the story.

What I really love about this movie, and the saga as a whole, is how good it is at developing the actual characters and their relationships. There are some similarities, but nobody is the same, and most of the arcs are believable. Thor's story, and apparent PTSD, is to me the best-done, but all of the majors (and some of the minors) are almost as good. I believed them. And for a popcorn action movie saga based on a comic series, I think that's a pretty high compliment."
7 August 2019,omaralkhinjmsb,It lacked many of the major events that we were wanting for
23 June 2019,andrewjaramillo,"I was so EXCITED to see this movie. After I saw it, I was like.... WhAT A PIECE OF GARBAGE!!! To me, this film and Infinity War felt like it was rushed of not see any extra scenes that we were so exited to see. This movie was ok, I mean like Time travel? Come on, I expected more from this director!"
21 August 2019,slotvin-716-489087,"The whole plot in this installment of Avengers hinges on a rat that just so happens to touch a button, in a van...

Also, time traveling always ruins a movie. If they can travel back to NYC to 2012, then it means that the plot we saw in this movie, already happened in the first Avengers movie in 2012... It's all too silly."
5 May 2019,pmitchelluk,"Nothing really happening ....Captain Marvel is in it for a bit...Black Panther was in it too, not sure why

Dramatic scenes purely over the top....just seems like they tried to fit all 5000 Avengers into this film and actually forgot about the film

3 hours, I'll never get back .......one good battle scene tho"
4 May 2019,stephengeorgiouasto,"Poor cgi for big budget movie! Nothing special in acting, regular things... Copy story from other movies like Inception and Star Trek.. Poor cinematography and soundtrack! General nothing special, nothing unique!"
13 May 2019,driverinteractive_st,"Highlights of why it's terrible.

Infinity stones control the flow of the universe and cannot be removed (sorceress supreme - endgame), I destroyed the stones (Thanos - endgame).

Killing yourself while someone tries to stop you is not the other person making a sacrifice (soul stone would not be acquired)

A sword cannot cut vibranium, jesus thors hammer doesn't scratch the ain't (Thanos America)

Scarlet witch can easily kill Thanos so why doesn't she finish the job.

The power of the gauntlet is the user can harness the power of the stones without being affected by them. (iron man and hulk would be unharmed, Thanos was only injured because he was trying to destroy them, he explains this at the start)

An android linked to a cloud would know that she is and would switch off her WiFi.

Someone who would contaminate 50 years of history because he misses his girlfriend is a personality trait that would prevent them being able to wield thors hammer.

There are hundreds of inconsistencies compared to the established universe, if you are giving this film a ten star rating take off your rose tinted glasses."
17 August 2019,villard,"This latest of the Avengers series is pretty predictable because it is so formulaic: a convoluted set of story strings that must come together at the end, gratuitous little interpersonal dramas, and lots and lots of explosions, fistfights, and a pseudo battle of Armageddon. Also, predictably, the final battle must invoke Deus ex machina to save the day.

It's too bad that a lot of engaging actors and Marvel characters are wasted on such an insipid, uninspiring script.

The God wannbe, Thanos, is a boring and not a terribly scary sci-fi villain. He looks like a World Wrestling Federation refugee who overdosed on steroids. And, the quest for the five magic stones that give power over the entire universe sounds like a gimmick straight out of an adolescent-level video game.

The first 60 minute takes forever to ramp-up. And the viewer is lost without remembering the previous installment,""Infinity War."" After a padded full three hours of superhero antics - so many superheroes I can't keep them straight - the ending is dismally anticlimactic. Killing off Iron Man seems terribly misplaced. And, just to drag out the boredom, it follows up with a painfully long shot of all the super heroes - clad in black - at a funeral that is, well, deadly.

A forgettable fractured sci-fi yarn."
11 August 2019,adevillette-1,If you like spending three hours listening to explosions and ridiculous plot then this is the movie for you.
2 August 2019,erkamalkarki,The movie is not even worth half the rating it has got! It should be 3 or 4
6 May 2019,imamarpaul-04191,"I have seen Godfather, Shawshank Redemption, Dark Knight, and all others imdb top movies or top 20 movies and they are one of the best movies. I was very excited to see the endgame and when I saw it, i was surprised to see how boring this movie is and it was waste of time. Infinity war was much much better than end game. This movie doesn't even deserve a rank in IMDB and still people are mad for this movie."
6 August 2019,ben-snooks,Firstly I'm a big film buff. I watch on average one film per day crossing genres and countries. I watched the first two hours then turned this movie off and went to bed. Seriously two hours to cover what should only take about 40 to 50 mins. Normally films have twenty minutes to set the story and introduce the characters. This film spends one hour reintroducing characters from the other movies then the characters decide what to do. Then another hour of idle chit chat. This movie is full of itself. I'm so glad I didn't bother going to the cinema to watch this. I'm sure there was going to be some action at some point but I ran out of patience.
6 August 2019,vjeko-vuko,"This is not even movie anymore, completely looks like commercial!"
8 June 2019,saimonsisir,Story not good .. that's way i don't like this type of move.
4 August 2019,steve-3985,"The previous episode was , ad least entertaining ...this one is just SO boring and sometimes so depressing ...3 hours trying not to yawn and more difficult , not to fall asleep ( Hopefully the fluctuation of the sound level between dialog scene and action one help me not to ! )

PS : there's a good new , though , it's supposed to be the last one !"
2 August 2019,bertbollen,"Captain America, Iron man and the Avengers all should have stopped after their first movie. Antman was terrible whatsoever and only Thor Ragnarok was a better movie than the first in the serie. Endgame is a horrible movie and only rated high since it is the end of a well appreciated line."
4 May 2019,markcecola,"It was really bad. Incredibly slow. The plot was full of holes and they pretty much destroyed some of the best characters ever.

Just a really bad movie."
1 May 2019,kricul,"Wow! What a POS movie...So much talking. So much crying.. So much boring no action garbage. These high scores must be paid off. Don't believe the reviews. Stopped watching in one hour..and yes that first hour was painful. I can't imagine fighting thru another two hours. What a shocker. A three hour movie that stinks. Who's idea is it to make movies three hours?!?! Most of them are garbage.

Skip this at all costs"
6 August 2019,nikeillusion,"First 30 minutes everyone is moping around couldn't hang around for another 2 & a half hours to see overpaid morons do senseless acts. I am ashamed to contribute towards this movie's box office record.

PS: I am not a dumb merican who likes stupid action without a story. Disney has ruined movies no one will make quality movies anymore just idiotic superhero stuff."
31 May 2019,jeremycorbyn,"I didn't think this was politically correct enough. Captain Marvel is my favourite MCU character and It caused me great pain when the lovely Captain Marvel was brutally punched by the savage beast known as Thanos. I was overwhelmed with a great urge to help her like a heroic chivalrous knight but unfortunately as I sat there watching it on the screen in the cinema and knowing it wasn't exactly real, I knew I couldn't do anything about it and the second I realised that I burst into tears crying. If only I had the power to transport myself to fictional films I would've helped her out. I also thought the effects were terrible for a film with a $250 million plus budget and I felt Thor's alcoholism was inappropriate for a film that's watched by many children."
26 May 2019,jochuuuumd,"It was a long time ago that i saw a movie this bad. It was a mix of Grease, Dirty Dancing and Star Wars combined. The endless tear-pulling scenes with heavy music and long faces. Storylines bouncing from left to right. At one point all wizards, superheros and comic heros came out of nowere to help fight the bad guy. It made no sense whatsoever. You have to be under 11 to appriacte this story. Sesame Street is a philosophical and deep story in comparison to this bad excuse for a movie."
23 May 2019,saurabhkas,My 9 year old after 30 mins of watching asked me if we were in the right theater. It went worse from there.
17 August 2019,zeljkoni2000,"The movie lasts for 3 hours, for gods sake. Don't buy coke, don't buy popcorn, because you'll be spending most of your time on the toilet.

In fact, just don't waste your money on this piece of crap.

It's a politically correct movie (aka boring) where every minority has to be included, to make it politically correct, and where you have tons of mediocre superheroes that are so boring you can't even remember their names.

I hope this is the last Avengers movie, because it just makes no sense anymore. Since Marvel was taken by ""politically correct"" people, their movies have became uninteresting, unintelligent, and plain boring. Just like everything else they took over."
16 August 2019,zalelan,"They ruined all the great superhero in this movie

The hullk??? -Wtf its a joke Ironman- not great fight scene and usless death Thor -is like crying baby Captian america -can hold thor hammer??? Really?? Its like the ending of game of the throne"
2 July 2019,Frankaub-1,"If you go see this movie, go see it in an IMAX 3D or something like that because 3 hours is too long for this movie.

The story is really bad I van understand that they don't want to repeat the same story in the comic book but the reason why Thanos choose to wipeout half the population is just stupid and what he do after that? Yeah he destroy the stone and retire. What a great villain...

So our super hero go take care of Thanos easily and then nothing for a very long period of time. For a Marvel movie their is not much action and for an intelligent, deep or funny movie that's not a bad thing but for a movie like this it's just boring. I guess they think that since their is a lot of action at the end that we will forget the middle.

They other thing that really bother's me is how important it seem to show how strong women are. The power of women yeah... Men are lazy, dumb and useless like thor in this movie and women are strong and save the day like Captain Marvel, Valkyrie, Gamora etc.

Marvel's writers must understand that Easter eggs, some action at the end of the film and showing the power of feminity do not make up for a bad script.

the only thing that I really like in this movie is that finally we saw some hero die."
13 May 2019,abdulbashur,"Terrible movie. I have never been a big fan, of Marvel and even less of MCU, but there were several good movies within that universe.... but this one as the Infinity Gauntlet, destroyed all.... No sense to talk about, the respect of the comic source.... but Stan Lee, Jack Kirby, Steve Ditko, and many others involved on their comic origin of the characters has to be suffering in hell seeing how their creations were terribly undermined....... but just analizing from a cinematographic point of view, this film has a terrible argument, script, direction and very poor characters.... 2 hours of the film were not needed, and all the structure that were builded for this collapsed with this ending. Plot holes and nonsense everywhere.

This film represents what social media can do.... in a bad way. Stay away, if you can."
28 July 2019,hypercube001,"Watching Avengers Endgame started as a nice story that soon became boring and predictable. The problem is that it's supposed to end an era, to be a big moment before the curtain fall, but instead tries to pave the way for Marvell phase 4. There were some interesting moments, some funny moments that really made me smile, but at the end it all fell flat. Flat as a rug. They tried to cram each and everyone in the movie, but in my opinion it feels fake, like parading with fake cardboard masks. The CGI-fest soon became boring...except for the de-aging of Michael Douglas, that was 100% uncanny valley material. I was watching it feeling nothing, feeling dead inside. Then the woke trend rear its ugly head. Anyway, it's safe to say that I'll avoid Marvel in the future. The Endgame should stay the endgame. It's time to move on."
18 May 2019,sopiifi,"I just sleeping in the movie theather, because, okay this is a ""Endgame"", but this movie doesn't have action and i didn't know why this movie don't a sink me."
12 May 2019,azharsonu,If u r a marvel emotional fan then the film is for you don't have too much expectations like previous marvel movies
3 May 2019,rasirasti,It's over boring movie and wont reach the level of other marvel movies
6 August 2019,Vique78,"I had to take several breaks, walk the dogs, play videogames and clean the house, while watching this absolutely ridiculous and nonsensical pile of rubbish and now afterwards, I'm asking myself why I put myself through such suffering. To what end. I guess I was hoping there would be one scene or at least one line that put a smile on my face or made me feel anything at all except extreme pain and boredom. There wasn't any of that unfortunately, so I just wasted three hours of my life I could have spent on basically anything else and it would have been more worth while. I can't decide which one was more painful to watch, this or Aquaman? Both equally and utterly disappointing I guess."
12 May 2019,jcoultis,Boring rehashed rubbish. Too long! Too many characters again!! Seen it all before and now I am bored of Marvel and DISNEY!!!!
11 August 2019,pmarcu,"In the movie they say that the time travel will not affect the past?! How is that possible? Thor even stole the hammer from his past!!! He left him without a hammer!!!!

Hulk basically he didn't have any fight! He did not even got revenge from the last time he fought with thanos.

Captain Marvel could just have killed the Thanos without the stones all by herself!"
4 May 2019,korayctnx,It is the worst scenario ever . How could you defeat the most powerfull character in the marvel universe as he is child ? And All of the logic errors ?? Making Infinity War : MARVEL PARADOX: 1-In the First movie kill many important characters 2-Oh no ! we can't get money without them we have to save them ! 3-Save them with silly time machine or incredible things 4-Show off them for 10 minutes . 4-Repeat
5 August 2019,woah-24491,"This movie was a joke,average superhero movie where the heroes win and everyone's happy, hounestly zero dialogue this whole thing is just liked because marvel is ending, this movie made people ""cry""?really?the only thing that made me cry was my money I spent on seeing this garbage, thor was ruined along with hulk, thanks was dumber down,and capitain marvels horrible scenes were pain full to sit through,hounestly I'm glad people are coming to their senses and rating this movie lower now that they rewatch it, it's full of plot holes and the time travel is embarrassing lazy writing that's a disgrace to real time travel movies,besides the hype this movie had nothing it was 100% hypebased in fact I dont think anyone acctually paid attention to the movie, the ending was extremely predictable and the final battle was bland with the only background colors being brown and destroyed ships so disapointing after the amazing movie that showed that superhero movies can be more then saving the day and the bad guys losing"
17 August 2019,mikejenks-50038,"I haven't really been a fan of many of the marvel movies but gave this one a shot given all the hype. Total waste of three hours. The time travel, plot holes and cheesy death scenes all were too confusing. These movies have consistently pandered to its audiences and this one was no different. If anything it was worse."
14 August 2019,maphy775,"OMG! What have I just watched? Remake of Avengers: Infinity War?

The last installment of Avengers looks like another Infinity War with table turning (this time we won) and introduction of few new elements such as Captain Marvel, Ant-Man and time machine. The rest is pretty much the same: whole lot of super-heroes doing crash-smash-flash-zap-bang super-fictional thing we already seen in earlier Avengers. OK, have to admit CGI is awesome but if you strip that the result is below average movie to watch once and leave in archive (if you mistakenly bought disc).

Bottom line, I really don't see End Game as a ""Masterpiece"" just because it filled-up box office emerging on top of all movies. It is not something we have not seen before, no breakthrough, not better than Infinity War. Just good advertising boosted this up on hall of fame scale."
23 July 2019,jcaamaya,"Weak writing.

Bad guys are bad for the sake of being bad.

Too much reliance upon CGI and cute punchlines."
7 May 2019,harold-jimenez,"Overwhelmingly boring!!! Thanos the farmer, really? This is a soap opera!! Don't waste your time and money watching this BAD JOKE!!"
1 May 2019,saifuddinmigraso,"Not the Avengers Stan Lee created. Emasculates the heroes, and attempted to sell a new hero. The character Stan Lee created is completely destroyed. Even the abilities are messed up. This is not Avengers."
1 May 2019,amirshakeel-76612,Too many plot holes. The first 90 minutes were really slow. The next 90 minutes were too rushed. Infinity war was wayyyyy better.
18 August 2019,justinboy-50295,"It's hard to believe that this is the highest grossing movie of all time. It's not even that good of a Marvel movie.

I understand that this is based on a comic book characters but damn! The fact that this movie is so successful is pretty much the reason why Hollywood thinks they can get away making movies that aren't all that well thought out but look cool. The first hour was downright painful to get through and if they had taken out a lot of the unnecessary crap, this movie easily could have been 2 hours long."
15 August 2019,nickgoughnour,Man what a let down after Infinity War. Virtually no action in a superhero movie. Predictable plot with lame time warping around all over the place. And what in God's name did you do with Thor's character after the last movie holy crap! So glad I didn't waste my time in a theater for this one.
6 August 2019,wollmuschi,I wish I could say more about this but my title says it all. Nothing wrong with a good mainstream movie but I rather sit on my toilet for three hours than watch this crap.
9 August 2019,itsmehudson,Love most of the marvel movies so far (except captain marvel) but this was a total let down :(
3 August 2019,erick-67607,So i just watched it for the second time yesterday and i have to be honest this movie is boring as hell until the final fight and now that I watched it for the second time the final fight was ok this movie is so overated in my eyes firat time i watched it i was nearly falling asleep in theater because nothing intersting was happenning people going to hate me for this but I dont care I had more fun watching Dark Phonenix then this boring ass movie mcu movies are so overated in my opinion!
19 May 2019,sophiabrown-43038,"A lot of the movie was pretty good. the fight scene was awesome, especially when all the female characters got together. however the movie really romanticised tony, which didn't make any sense as it was made clear that he didn't care about anyone but himself, and was unwilling to help save HALF of the universe in case it interferes with his life. in my opinion, seeing someone like nebula defeat thanos would have been better (and fitted her arc of wanting revenge on thanos for ripping her apart). overall, this romanticisation of a character who has spent every mcu movie, especially this one, only caring for himself and refusing to accept consequences for his actions become the hero was disappointing and ruined the film for me."
19 August 2019,alpelletier88-940-765957,Way to long of a movie probably could of cut an hour out of it and it wouldn't have made a difference. Probably one of the worst Avenger movies I've seen. Very slow to get to the point and it do not hold my interest or my husband's.
31 July 2019,hamedtgh,"I think it was one of the worst superhero movies. In this film, they destroyed all the preparations made in the previous episode. It was very good to use the idea of time travel and it could be much better. The story of getting the stones was written without much thought. All stones were very comfortable. Changes that were ignored in time. Captain Marvel's role was very empty. The character's presence in the film was really wrong."
3 August 2019,sergey-zotchev,"I managed to watch 40 minutes of this crap, and then could not stand it any longer. You must be a true fan of Marvel Universe to see it until the end. If you are not, avoid - nothing makes sense in this utterly boring movie. Acting is really bad too. High-end special effects cannot save it."
17 May 2019,officialjoeyperkins,"I did not care for a single second of what was really happening. Too much emphasis on certain characters while others are left in just to make it seem more ""epic"". Hulk was the only character of any entertainment value. I was more entertained by the audiences reaction to certain scenes than the actual film. The scene where Black Widow dies, the girl behind me whispered to her friend: ""Is she dead?"" Like no s*** you just saw her fall of a cliff and slam on the ground.

Besides the 30 minute battle, how they handled Tony Stark's death was well done, especially the funeral. If they ended on that long shot showing all the characters, then I would of liked it a little more, but it just kept going.

It bored me to death. I only saw it because on how it was considered a ""cinematic event"" to most. To the lovers of film, I really don't recommend it. Just wait for the final battle to be put up on YouTube or something and watch that."
21 August 2019,Masoud_Ferasati,"I don't know what to say. Was it a movie or some kind of joke? Terrible screenplay and ridiculous performances by some ridiculous actors (of course they are not actors).

Hey Russo brothers... You SUCK. Even Masoud Dehnamaki could have done better than you two farmers.

I would probably likeit if I were a sheep!!!"
20 August 2019,Freedom060286,"There was nothing unexpected in this one. Of course the characters that were dead somehow came back to life. We all knew that had to happen before we watched it.

Obviously this kind of movie is made for children and for adults with the minds of children. But I can't imagine any normal adult enjoying it."
12 August 2019,fivos-64546,The worst of all the avengers sequence. Boring apart from some cool action scenes. Stupid scene when CA lifts thor's hammer wtf. Also we were expecting Dr Strange to show his real powers and see him more in the movie as he is the most powerful
1 July 2019,jordan-mccoy827,"I dont see why people think its that great. We already know whats gonna happen. They just copy it from the comics. You want a good superhero movie. Make the movie first, then the comic book. It will save time and money."
28 June 2019,SusieQCP,"I expected so much from this film but just feel so disappointed by it. A poor and incoherent story with so many contradictions within it plus a total waste of my favourite character - amongst others (like Thanos himself). I did go and rewatch it in the cinema a second time and realised that, without all the excitement and expectation I went in with the first time I was just really really bored.

It did have some nice ""moments"", especially the anticipated big fight towards the end. Some characters get a good inning - love Antman and, of course, Iron Man but this is my least favourite MCU film.

And the ending...........sigh!"
7 August 2019,tymon_tm,"...and if I lasted more than an hour, I'd probably come up with more adjectives

this is THE worst superhero movie in a line of really bad films. all the 'old' cast (who reeeaally got older throughout the marvel cineverse) looks like they've just came to get their final paycheck. it just feels forced, like a bad commercial, or like a prog rock song that should've ended few minutes ago. none of what we see makes any sense, there's no sensible plot , even ""fun stuff"" comes off as rather sad. and that's the word that describes the final (?) avengers movie the best way - sad..."
28 July 2019,alex-zhukovets,"There are endles topics, the sci-fi universe could be so immensely diverse, but only the pure greed and the striving for money making lets us 1v1 with THIS.

Why dont we take the top Nebula/Hugo winning scenarios? Because we obviously perceive our viewer through the prism of arrogance and dont evend dare to waste corporate budgets on something worthy.

Such a waste of time, ressources and such a stamp on Marvel.

Bad, just bad."
22 August 2019,dussaultjulien,"This is the worst superhero movie that I've ever seen since Avengers Infinity Wars, Captain Marvel and the reboot of Fantastic Four. All of those movies are masterpieces compared to this heaping pile of trash.

The only good thing that has come out of this movie is the memes. The pacing is agonizingly slow, the story honestly doesn't make much sense at all, the characters that we all once knew and loved have now become boring, robotic sleeves to Disney ,they are just there for a paycheck at this point, and boy did they get a huge one for some lackluster, boring and honestly some of the worst performances I've seen on screen in my 24 years.

Get ready to see Robert Downey jr. Acts like he is in a high school play with his children, the only genuine father figure that actually seems real is Jeremy Renner in this film, otherwise it is ridiculously boring, full of potholes, and it's just a giant flashback and re-use of old footage that honestly gave them material that they should have used differently.

If you're looking to be in pain, by all means go and see this movie in the theater, but if you'd like to skip the boring Parts like I did rent it on DVD. It's not worth buying"
2 August 2019,deef-deef,"Okay so much wrong with this movie. I can only give it 3 stars.

Why is Thanos so strong even without the stones? So many hero's get stupidly underplayed in this movie (Spiderman, Captain Marvel etc).

Meh I had high hopes, but instead we got a huge mess of a movie."
2 August 2019,genderarm,"There's absolutely no pay off to be had plot wise here. Nothing to see here people. Fast forward through to the last hour and you're good. You will have missed nothing.

This movie was either way too long or just nowhere near long enough. This was supposed to be a part II of conclusion that wraps up an entire universe of characters spanning 20 movies and they couldn't be arsed to give us a third act?

Unfortunately, they titled the movie Avengers: Endgame, and making a sequel to that would be nearly as bad as having a movie titled Rambo: First Blood Part II. What would they have called a third movie? Avengers: The Really Real End Time, Place, Realm. (No, we honestly mean it this time.)

Sadly, the first hour or so of the movie is Ant Man trying to save a tacked on, marketing driven first act that pays off in no way. Meanwhile, also tied to marketing, some major plot holes and omissions were completely egregious.

A large portion of the principle photography for this movie was done alongside side Infinity Wars itself, which would've made sense if they'd had a coherent story line by then.

Leave it to the screenwriters, they'll make something of it. Leave it to the editors, they'll fix it in post. Well, somebody forgot to fix it. And it wasn't me. Fortunately, marketing fixes everything.

Let's face it, there are two kinds of people in this world: those who for a final movie who are just going to love it no matter what, those who view the movie with the same critical eye they would the others, and those who decide that there can only be two types of people.

Why are there always two kinds of people? Look at Loki! Now that's an interesting character. He can be good; he can be bad. He's fiendish and lovable. He's a hero and a villain and an anti-hero and-still, somehow-human, god, and ice thing.

Honestly, Infinity Wars couldn't have come at a worse time. It was originally a much larger unification of Marvel heroes and villains, and now that Disney owns all of the other Marvel Universe crap, that movie could've been the Infinity Wars, with a plot that started to wrap up before the last movie.

Ah well, maybe in 20 years they'll redo the whole thing again with the X-Men and Silver Surfer in it (take or leave the Fan-4. This is super likely.

I heard Spider Man: Far From Home was really really good, but I have no desire to see it. Why? Because it sounds to me like Spider Man visits France for Holiday and Meets some Good Guys and some Bad Guys and forces you to watch the credits so you can see 30 seconds that tease you into watching the next movie that's just going to do the same thing."
2 May 2019,jones_p,"I haven't nt seen all the Marvel movies, but I've seen some - the Iron mans, the Ant mans, Cpt Marvel. I enjoyed them. I thought I'd go and see what the fuss was about. However this, is so formulaic, ridicilous and boring I couldn't take it for the whole film. I walked out after 2 hours, and it felt every bit as long as that. If you're not a huge Marvel fan already, you may well not like this film, because I feel it's somewhat self-indulgent. It's like an effort to squeeze a bit more money out of fans."
1 May 2019,ahamdshawaf,"The drama was not as it should be, the Comedy is not so funny and infinity war mavie was best events were excellent than endgame and there was not harmony in the movie"
11 May 2019,NickSov,"This movie was horrendous - it seems like the script was written by a 10 year old. The humor was terrible and the story was fragmented. Really don't understand how people are rating this so high. Maybe another movie, Idiocracy, explains it all - people are just satisfied by dumber crap."
22 July 2019,shahrad,"I'm an Avengers fan but to me, Endgame was the worst part. Infinity war was much better. Even the action scenes are incomparable. Only 4 stars!"
22 May 2019,laymank,I was bored in the first 2 hours. Let down from my own expectation.
21 May 2019,jacksons_back-56028,1st hour and a half in I was ready for it toend so long and dragged out the last 30-45 mins made for good watching but that's it
6 August 2019,Ernst-noto,"After 21 other pretty great and fun movies, these last two Avengers movies are such a let down . After Infinity I did fest that time travel would be introduced, which is so lame and irritating. Very disappointing!"
5 August 2019,tehlers,"Some parts were done well, revisiting the previous films was a treat but the film overall was pretty lousy. Cap and Tony's departure were not well executed. There are several reviews already on why Cap's exit was out of character and unlikely, look them up if you don't see it. Tony, always wrong, sacrifices himself finally after a lifetime of selfishness, which is a heroic exit in a way, but was a pretty lame ending for such an important character. The movie relies HEAVILY on trying to pull viewer's heartstrings vice have decent writing and make sense in many ways. The SJW nonsense has been out of control in these movies as well for sometime now, more prevalent in the agents of shield series though tbh. Time for Disney to let it go."
30 June 2019,hbuddy-77014,"You can't even consider this a film. It's a 3 hour tv episode. Films should work on their own. Even batman returns and the dark knight understood this, and work on their own. This ""film"" is okay enough. The ""original"" score is terrible. The acting is decent. The CGI is way overused, not a single shot without some CG ""enhancements"". The story is, well, near nonexistent once you take out the action sequences. I'd give this a 5/10. Only rated it 1 star because a franchise film does not deserve a spot in the top 100."
1 August 2019,skywalker_2003,A garbage with full of unpleasant characters and boring story and i call that a real charlatanism to stole your money and giving you a 3 hours long headache with minimum suspense and bad cgi and nothing more. i hope we never saw that characters anymore and never have such garbage anymore.
9 May 2019,coleben-04266,"Please don't waste your time with this one. This movie was the worst, most cringeworthy waste of a good story I have ever seen."
10 August 2019,tkwhittles,"I can never be bothered with reviews but this films rating is beyond a joke. Plot is awkward and ridiculous... even for Marvel. Acting is non existent. Direction and editing just feels amateurish. I couldnt deal with anymore after the 1st hour it was excruciating. It feels like they gave a class of children the old ""how would you end the avengers"" lesson and just put all the answers in a bag and picked one.... and then just made it work.... or so they thought. I may feels the urge to watch the 1st half again and hope it inspires me to watch the conclusion but its highly doubtful."
21 July 2019,tebrofitta,"So so disappointing... I am speechless, boring, stupid... All i was doing is watching how much is left till the end of the movie..."
28 May 2019,elijahjarant,"It was ok, not great just ok. I like infinity war more."
4 August 2019,divg-57-800054,"1- Time machine = insane amount of plot holes 2- Unrealistic overpowered Thanos without the gems... illogical AF. 3- Characters decisions specially in Thanos combat were dump and had no logic. 4- Weak plot, it seems like the avenguers didn't learn anything from the past movies. 5- Too much forced drama and fillers. For me it´s a 5 star movie, but i gave 1 due the immense amount of 10´s."
13 August 2019,woah-24491,"This movie was a joke,its barely a movie and more of an event this isint even an original movie the only thing this movie did to bring in people was have old mcu movies to make fans feel nostalgic,endames time travel logic was horrible, most overrated movie ever"
11 August 2019,turriff-96249,"Absolutely awful. No cohesion, no real story, no substance whatsoever, perhaps the score might give it one point? Utter garbage. Story pathetic that at times the actors were looking embay"
14 May 2019,dausdaus,"Waste of money and time full of depressive heroes who cry like little babies for 5 full years. The prior is 100 times better than this crap with mediocre lines, but I guess that this is what the masses ask for..."
